Customer Type,Gender,Product Category,Unit Price,Quantity,Total,Date,Time,Payment,Discount,Rating
Female,Regular,Fruits,9500,11,104500,5/19/2024,13:43,Cash,15,5
Female,Regular,Dairy Product,24300,2,48600,5/19/2024,13:54,Qris,10,5
Male,Regular,Dairy Product,23300,12,279600,5/19/2024,13:55,Qris,30,9
Male,Regular,Meat,40200,10,402000,5/19/2024,14:14,Cash,15,5
Male,Member,Kitchen Consumption,9800,13,127400,5/19/2024,14:15,Card,15,6
Female,Member,Vegetables,30700,14,429800,5/19/2024,14:33,Cash,20,7
Male,Regular,Vegetables,16900,1,16900,5/19/2024,14:36,Transfer,5,5
Male,Member,Instant Food,6900,13,89700,5/19/2024,14:50,Cash,20,7
Female,Regular,Beverages,17800,8,142400,5/19/2024,15:14,Qris,20,7
Female,Regular,Seafood,41900,5,209500,5/19/2024,15:21,Qris,0,3
Female,Member,Kitchen Consumption,29200,12,350400,5/19/2024,15:31,Card,15,6
Female,Member,Kitchen Consumption,21300,8,170400,5/19/2024,15:39,Cash,10,5
Female,Member,Bakery,43000,13,559000,5/19/2024,16:02,Qris,30,9
Male,Regular,Vegetables,29700,2,59400,5/19/2024,16:09,Card,0,5
Female,Regular,Dessert,12300,13,159900,5/19/2024,16:27,Cash,5,5
Male,Member,Seafood,88700,11,975700,5/19/2024,16:36,Transfer,30,10
Male,Regular,Dessert,7400,12,88800,5/19/2024,16:38,Cash,15,6
Male,Regular,Dairy Product,22300,1,22300,5/19/2024,17:10,Qris,5,5
Male,Member,Dessert,21000,7,147000,5/19/2024,17:12,Card,5,5
Female,Regular,Instant Food,7100,14,99400,5/19/2024,18:02,Card,15,6
Female,Regular,Dessert,14400,12,172800,5/19/2024,18:22,Transfer,20,8
Male,Regular,Seafood,41200,13,535600,5/19/2024,18:32,Qris,15,6
Male,Regular,Dairy Product,32800,13,426400,5/19/2024,18:42,Card,30,10
Male,Member,Vegetables,11200,8,89600,5/19/2024,19:20,Cash,15,6
Female,Member,Vegetables,12000,11,132000,5/19/2024,19:31,Cash,10,6
Female,Regular,Fruits,10000,14,140000,5/19/2024,19:41,Qris,15,6
Female,Regular,Dessert,9300,10,93000,5/19/2024,19:42,Card,15,6
Male,Regular,Vegetables,30700,6,184200,5/19/2024,20:14,Cash,0,3
Male,Member,Snack,12000,10,120000,5/19/2024,20:16,Cash,10,6
Female,Member,Bakery,9800,9,88200,5/19/2024,20:31,Qris,20,7
Female,Regular,Kitchen Consumption,9800,12,117600,5/19/2024,20:35,Cash,15,6
Female,Member,Kitchen Consumption,13100,2,26200,5/19/2024,20:42,Card,0,5
Male,Member,Kitchen Consumption,10200,9,91800,5/19/2024,20:52,Cash,20,7
Male,Regular,Snack,23000,13,299000,5/19/2024,21:03,Cash,20,7
Male,Member,Beverages,7800,8,62400,5/19/2024,21:06,Card,10,6
Female,Member,Instant Food,3400,12,40800,5/19/2024,21:13,Cash,30,9
Male,Member,Vegetables,16900,13,219700,5/19/2024,21:37,Card,20,7
Female,Member,Seafood,49400,2,98800,5/19/2024,21:46,Cash,5,5
Male,Member,Fruits,7500,14,105000,5/19/2024,21:59,Qris,15,6
Female,Regular,Instant Food,10200,10,102000,5/20/2024,8:03,Card,10,6
Male,Regular,Instant Food,6500,9,58500,5/20/2024,8:15,Card,20,7
Male,Member,Instant Food,10300,2,20600,5/20/2024,8:35,Card,10,6
Female,Regular,Seafood,80700,9,726300,5/20/2024,8:38,Qris,10,6
Female,Regular,Snack,28000,8,224000,5/20/2024,8:45,Qris,10,5
Female,Regular,Instant Food,7350,14,102900,5/20/2024,8:49,Card,30,9
Female,Regular,Beverages,11000,8,88000,5/20/2024,8:52,Cash,10,6
Female,Member,Dessert,17000,10,170000,5/20/2024,9:04,Card,20,8
Male,Member,Vegetables,17600,9,158400,5/20/2024,9:06,Qris,15,6
Female,Regular,Meat,37800,14,529200,5/20/2024,9:07,Card,15,6
Male,Member,Kitchen Consumption,9800,9,88200,5/20/2024,9:09,Cash,15,6
Male,Member,Dairy Product,31300,11,344300,5/20/2024,9:22,Cash,15,6
Female,Member,Kitchen Consumption,13100,14,183400,5/20/2024,9:23,Card,20,7
Female,Member,Kitchen Consumption,10200,14,142800,5/20/2024,9:48,Cash,30,9
Female,Member,Bakery,13200,12,158400,5/20/2024,9:56,Card,10,5
Female,Member,Bakery,12000,1,12000,5/20/2024,10:21,Card,0,4
Female,Member,Meat,47000,6,282000,5/20/2024,10:33,Qris,20,7
Female,Regular,Dairy Product,21200,10,212000,5/20/2024,10:34,Transfer,15,6
Male,Regular,Kitchen Consumption,10200,13,132600,5/20/2024,10:41,Cash,30,9
Female,Member,Instant Food,6900,14,96600,5/20/2024,11:04,Card,20,7
Male,Member,Fruits,9500,4,38000,5/20/2024,11:08,Qris,15,6
Male,Member,Snack,7600,2,15200,5/20/2024,11:14,Qris,15,6
Male,Regular,Snack,12000,12,144000,5/20/2024,11:18,Transfer,30,9
Male,Member,Dairy Product,23300,2,46600,5/20/2024,11:21,Transfer,0,5
Female,Regular,Beverages,11000,13,143000,5/20/2024,11:28,Transfer,10,5
Male,Regular,Fruits,13100,10,131000,5/20/2024,11:41,Transfer,10,6
Male,Regular,Kitchen Consumption,10200,5,51000,5/20/2024,11:47,Card,5,5
Female,Regular,Meat,40200,11,442200,5/20/2024,11:59,Transfer,30,9
Male,Member,Instant Food,6500,2,13000,5/20/2024,12:31,Cash,30,10
Male,Member,Meat,66300,7,464100,5/20/2024,12:57,Qris,5,5
Male,Regular,Meat,89600,3,268800,5/20/2024,13:10,Card,0,5
Female,Member,Dairy Product,22300,5,111500,5/20/2024,13:38,Transfer,5,5
Male,Member,Kitchen Consumption,13100,1,13100,5/20/2024,13:47,Cash,30,10
Male,Regular,Vegetables,11700,13,152100,5/20/2024,13:53,Card,15,5
Male,Member,Bakery,24800,6,148800,5/20/2024,14:05,Card,20,7
Female,Member,Fruits,6300,8,50400,5/20/2024,14:15,Card,10,6
Female,Regular,Kitchen Consumption,13100,2,26200,5/20/2024,14:30,Card,0,5
Male,Member,Beverages,17800,12,213600,5/20/2024,14:52,Qris,20,7
Female,Member,Meat,80600,1,80600,5/20/2024,14:57,Cash,15,6
Male,Member,Snack,7900,4,31600,5/20/2024,15:21,Card,20,8
Male,Member,Dairy Product,24300,6,145800,5/20/2024,15:28,Transfer,10,6
Male,Regular,Snack,7900,9,71100,5/20/2024,15:32,Qris,10,5
Male,Regular,Dessert,8600,1,8600,5/20/2024,15:35,Card,0,4
Female,Member,Fruits,6300,6,37800,5/20/2024,15:36,Qris,5,5
Male,Member,Kitchen Consumption,13400,13,174200,5/20/2024,15:52,Qris,15,5
Male,Regular,Dessert,8700,12,104400,5/20/2024,16:04,Cash,15,6
Female,Regular,Instant Food,9800,1,9800,5/20/2024,16:22,Card,0,4
Female,Regular,Kitchen Consumption,21300,13,276900,5/20/2024,16:37,Card,30,9
Male,Member,Dairy Product,43700,12,524400,5/20/2024,16:50,Card,20,7
Male,Regular,Dairy Product,23300,14,326200,5/20/2024,17:21,Qris,15,6
Male,Regular,Beverages,7800,6,46800,5/20/2024,17:32,Qris,0,4
Female,Regular,Bakery,12000,13,156000,5/20/2024,17:39,Cash,15,6
Male,Member,Dessert,7400,11,81400,5/20/2024,17:44,Transfer,15,5
Female,Regular,Kitchen Consumption,6500,11,71500,5/20/2024,17:51,Transfer,15,6
Male,Member,Snack,7000,1,7000,5/20/2024,17:56,Transfer,10,5
Male,Member,Instant Food,7100,10,71000,5/20/2024,18:15,Card,30,9
Male,Member,Fruits,9600,11,105600,5/20/2024,18:18,Card,15,6
Female,Member,Seafood,80700,3,242100,5/20/2024,18:34,Cash,10,6
Female,Regular,Instant Food,9800,2,19600,5/20/2024,18:39,Qris,5,5
Female,Regular,Kitchen Consumption,6500,13,84500,5/20/2024,18:43,Qris,15,6
Male,Member,Dessert,9300,9,83700,5/20/2024,18:44,Cash,10,5
Male,Regular,Meat,78900,4,315600,5/20/2024,18:49,Card,10,6
Male,Regular,Dairy Product,32800,7,229600,5/20/2024,18:59,Cash,5,5
Female,Regular,Vegetables,15200,12,182400,5/20/2024,19:06,Transfer,5,5
Female,Regular,Seafood,129300,11,1422300,5/20/2024,19:13,Card,15,5
Female,Member,Seafood,80700,9,726300,5/20/2024,19:32,Card,10,6
Male,Regular,Bakery,9800,13,127400,5/20/2024,19:35,Card,5,5
Male,Member,Dessert,17000,8,136000,5/20/2024,19:54,Card,15,6
Male,Regular,Fruits,13100,12,157200,5/20/2024,19:55,Transfer,15,6
Male,Regular,Instant Food,6900,9,62100,5/20/2024,19:58,Transfer,20,7
Male,Member,Seafood,41200,8,329600,5/20/2024,20:00,Cash,15,6
Female,Member,Fruits,8400,4,33600,5/20/2024,20:28,Qris,0,4
Male,Member,Instant Food,7350,9,66150,5/20/2024,20:29,Cash,10,6
Male,Regular,Kitchen Consumption,2200,9,19800,5/20/2024,20:30,Card,30,10
Female,Member,Bakery,21400,8,171200,5/20/2024,20:40,Cash,10,6
Female,Member,Bakery,8000,1,8000,5/20/2024,20:44,Card,20,8
Male,Member,Dairy Product,43700,13,568100,5/20/2024,21:05,Qris,15,6
Male,Member,Dairy Product,22300,12,267600,5/20/2024,21:10,Card,15,5
Male,Regular,Dessert,7400,10,74000,5/20/2024,21:31,Transfer,10,5
Male,Member,Kitchen Consumption,2200,1,2200,5/20/2024,21:50,Qris,10,5
Female,Regular,Seafood,41200,12,494400,5/21/2024,8:11,Card,15,5
Male,Regular,Dessert,17000,10,170000,5/21/2024,8:14,Qris,10,5
Female,Regular,Seafood,67800,10,678000,5/21/2024,8:30,Cash,15,5
Female,Member,Bakery,24800,13,322400,5/21/2024,8:41,Transfer,30,9
Male,Member,Beverages,12100,11,133100,5/21/2024,8:52,Qris,20,8
Male,Member,Vegetables,17600,10,176000,5/21/2024,8:56,Cash,30,9
Female,Member,Fruits,4000,8,32000,5/21/2024,8:57,Card,20,8
Female,Regular,Bakery,7900,13,102700,5/21/2024,9:03,Cash,20,8
Male,Member,Snack,7600,9,68400,5/21/2024,9:08,Transfer,20,8
Male,Regular,Meat,78900,14,1104600,5/21/2024,9:14,Transfer,5,5
Female,Regular,Instant Food,6500,9,58500,5/21/2024,9:26,Qris,15,6
Female,Regular,Beverages,6800,9,61200,5/21/2024,9:33,Card,15,5
Female,Regular,Dairy Product,24300,1,24300,5/21/2024,9:40,Transfer,0,5
Male,Member,Vegetables,17600,13,228800,5/21/2024,9:41,Qris,30,9
Female,Member,Seafood,90900,2,181800,5/21/2024,10:20,Cash,0,5
Male,Member,Instant Food,9800,6,58800,5/21/2024,10:30,Cash,0,5
Female,Regular,Dessert,21000,9,189000,5/21/2024,11:06,Cash,15,6
Female,Member,Instant Food,15800,5,79000,5/21/2024,11:07,Transfer,5,5
Male,Regular,Instant Food,15800,6,94800,5/21/2024,11:18,Card,20,8
Female,Member,Fruits,10000,12,120000,5/21/2024,11:36,Cash,20,7
Male,Regular,Meat,122400,11,1346400,5/21/2024,11:47,Card,15,5
Male,Regular,Fruits,7500,9,67500,5/21/2024,11:51,Cash,20,7
Female,Member,Snack,7700,8,61600,5/21/2024,12:01,Qris,15,6
Female,Regular,Snack,7000,13,91000,5/21/2024,12:41,Cash,20,7
Female,Member,Instant Food,3400,2,6800,5/21/2024,12:50,Qris,10,5
Female,Member,Dessert,21000,10,210000,5/21/2024,13:10,Cash,30,9
Female,Regular,Instant Food,9800,13,127400,5/21/2024,13:25,Cash,5,5
Male,Member,Instant Food,10200,8,81600,5/21/2024,13:28,Card,20,8
Male,Regular,Vegetables,12000,6,72000,5/21/2024,13:42,Cash,0,4
Male,Member,Fruits,13100,9,117900,5/21/2024,13:47,Qris,15,6
Female,Regular,Snack,9000,14,126000,5/21/2024,13:56,Cash,20,8
Female,Member,Instant Food,37900,7,265300,5/21/2024,14:05,Cash,10,6
Male,Member,Kitchen Consumption,9800,12,117600,5/21/2024,14:30,Card,15,5
Female,Regular,Vegetables,16900,7,118300,5/21/2024,14:49,Transfer,15,5
Male,Member,Dessert,12300,8,98400,5/21/2024,14:57,Qris,20,8
Male,Regular,Beverages,7800,11,85800,5/21/2024,15:17,Transfer,20,8
Female,Member,Instant Food,10200,3,30600,5/21/2024,15:24,Cash,30,9
Male,Member,Bakery,13200,2,26400,5/21/2024,15:33,Transfer,20,8
Female,Regular,Dessert,17000,3,51000,5/21/2024,15:47,Qris,0,5
Male,Regular,Meat,89600,14,1254400,5/21/2024,15:50,Cash,20,7
Female,Member,Beverages,17000,9,153000,5/21/2024,16:13,Card,10,5
Female,Regular,Beverages,8700,5,43500,5/21/2024,16:28,Card,10,5
Female,Regular,Fruits,8900,4,35600,5/21/2024,16:30,Qris,5,4
Male,Member,Instant Food,7350,3,22050,5/21/2024,16:38,Transfer,30,9
Female,Regular,Vegetables,12000,2,24000,5/21/2024,16:40,Cash,0,5
Female,Member,Fruits,9600,10,96000,5/21/2024,16:51,Qris,10,5
Male,Regular,Fruits,7500,14,105000,5/21/2024,16:57,Transfer,30,9
Male,Member,Bakery,7900,11,86900,5/21/2024,17:06,Transfer,15,6
Female,Member,Fruits,9600,4,38400,5/21/2024,17:12,Transfer,5,3
Male,Regular,Bakery,7900,11,86900,5/21/2024,17:34,Qris,5,5
Female,Member,Dairy Product,32800,14,459200,5/21/2024,17:49,Cash,20,7
Male,Regular,Seafood,88700,8,709600,5/21/2024,18:00,Qris,10,6
Female,Regular,Bakery,13200,12,158400,5/21/2024,18:07,Qris,5,4
Female,Member,Beverages,12100,13,157300,5/21/2024,18:08,Qris,15,6
Male,Regular,Meat,89600,9,806400,5/21/2024,18:09,Qris,15,6
Male,Regular,Fruits,12300,9,110700,5/21/2024,18:16,Card,10,5
Female,Member,Instant Food,10300,6,61800,5/21/2024,18:19,Card,10,5
Female,Member,Kitchen Consumption,10200,9,91800,5/21/2024,18:34,Cash,10,6
Female,Regular,Instant Food,7350,8,58800,5/21/2024,18:42,Card,10,5
Female,Regular,Kitchen Consumption,29200,9,262800,5/21/2024,18:47,Transfer,10,6
Female,Member,Dairy Product,24300,9,218700,5/21/2024,18:51,Card,30,10
Female,Regular,Dairy Product,42000,1,42000,5/21/2024,18:53,Transfer,0,5
Male,Regular,Seafood,69800,2,139600,5/21/2024,19:07,Transfer,30,10
Female,Member,Dairy Product,22300,1,22300,5/21/2024,19:17,Transfer,20,8
Male,Member,Dessert,17000,8,136000,5/21/2024,19:50,Cash,10,5
Male,Regular,Kitchen Consumption,10200,13,132600,5/21/2024,19:54,Card,10,5
Female,Member,Dairy Product,25800,12,309600,5/21/2024,19:57,Transfer,20,8
Female,Regular,Dessert,9300,5,46500,5/21/2024,19:58,Transfer,10,5
Female,Member,Fruits,10000,8,80000,5/21/2024,19:59,Cash,10,5
Female,Member,Beverages,12000,2,24000,5/21/2024,20:07,Qris,5,5
Male,Regular,Dessert,12300,1,12300,5/21/2024,20:08,Card,20,8
Female,Regular,Seafood,69800,13,907400,5/21/2024,20:11,Qris,30,9
Male,Member,Fruits,9600,7,67200,5/21/2024,20:21,Card,10,6
Male,Regular,Fruits,10000,8,80000,5/21/2024,20:27,Transfer,10,6
Male,Regular,Beverages,11000,13,143000,5/21/2024,20:53,Qris,20,8
Male,Regular,Kitchen Consumption,21300,11,234300,5/21/2024,20:58,Card,15,5
Male,Regular,Vegetables,29700,11,326700,5/21/2024,21:12,Cash,30,9
Male,Regular,Snack,7700,1,7700,5/21/2024,21:42,Card,15,5
Male,Member,Kitchen Consumption,21300,2,42600,5/21/2024,21:47,Transfer,30,9
Female,Regular,Fruits,9600,6,57600,5/21/2024,21:53,Qris,5,4
Male,Member,Fruits,8400,8,67200,5/22/2024,8:00,Cash,10,5
Female,Regular,Snack,9000,2,18000,5/22/2024,8:02,Card,10,6
Male,Member,Beverages,11000,11,121000,5/22/2024,8:11,Card,30,9
Male,Member,Snack,7900,12,94800,5/22/2024,8:15,Card,15,5
Female,Regular,Fruits,7500,7,52500,5/22/2024,8:49,Card,5,4
Female,Regular,Kitchen Consumption,9800,8,78400,5/22/2024,8:59,Qris,10,5
Male,Member,Kitchen Consumption,2200,13,28600,5/22/2024,9:14,Qris,10,6
Male,Member,Dessert,21000,8,168000,5/22/2024,9:34,Cash,20,7
Female,Member,Meat,37800,13,491400,5/22/2024,9:50,Card,20,7
Female,Member,Instant Food,37900,11,416900,5/22/2024,10:03,Card,20,8
Female,Member,Instant Food,15800,1,15800,5/22/2024,10:07,Transfer,0,5
Male,Regular,Dairy Product,24300,11,267300,5/22/2024,10:10,Card,30,9
Male,Regular,Seafood,44000,5,220000,5/22/2024,10:48,Transfer,5,4
Female,Member,Snack,8300,8,66400,5/22/2024,10:50,Cash,20,7
Male,Regular,Dessert,17000,3,51000,5/22/2024,10:54,Cash,10,6
Male,Member,Instant Food,7350,12,88200,5/22/2024,10:56,Card,20,8
Female,Member,Seafood,129300,10,1293000,5/22/2024,10:57,Cash,15,5
Female,Member,Seafood,90900,13,1181700,5/22/2024,10:58,Card,30,9
Female,Regular,Beverages,6800,7,47600,5/22/2024,11:00,Cash,5,3
Male,Member,Seafood,49400,10,494000,5/22/2024,11:12,Card,10,6
Female,Regular,Bakery,22300,10,223000,5/22/2024,11:18,Card,10,6
Female,Member,Kitchen Consumption,9300,5,46500,5/22/2024,11:38,Cash,20,8
Male,Regular,Seafood,44000,1,44000,5/22/2024,12:08,Cash,20,8
Male,Regular,Fruits,12300,2,24600,5/22/2024,12:09,Card,5,5
Male,Regular,Instant Food,7350,9,66150,5/22/2024,12:17,Cash,15,5
Male,Regular,Snack,7900,2,15800,5/22/2024,12:47,Cash,15,6
Male,Member,Bakery,24800,12,297600,5/22/2024,12:56,Qris,20,8
Male,Regular,Bakery,9800,13,127400,5/22/2024,13:03,Card,30,9
Female,Regular,Kitchen Consumption,24000,11,264000,5/22/2024,13:20,Qris,10,6
Male,Regular,Kitchen Consumption,2200,11,24200,5/22/2024,13:37,Qris,5,5
Female,Regular,Dessert,19000,9,171000,5/22/2024,13:59,Qris,10,5
Male,Regular,Fruits,6300,13,81900,5/22/2024,14:02,Cash,10,6
Female,Regular,Snack,7000,14,98000,5/22/2024,14:25,Cash,20,7
Female,Member,Beverages,17000,8,136000,5/22/2024,14:28,Card,30,9
Male,Member,Seafood,80700,9,726300,5/22/2024,14:31,Transfer,15,6
Female,Regular,Beverages,8700,3,26100,5/22/2024,14:47,Cash,20,8
Male,Member,Beverages,12000,9,108000,5/22/2024,14:52,Transfer,30,10
Male,Regular,Dairy Product,31300,8,250400,5/22/2024,15:08,Cash,10,6
Male,Regular,Bakery,12100,1,12100,5/22/2024,15:46,Cash,20,8
Female,Regular,Dessert,7400,10,74000,5/22/2024,15:50,Card,15,5
Male,Regular,Fruits,7500,13,97500,5/22/2024,15:51,Card,15,6
Female,Member,Dairy Product,42000,1,42000,5/22/2024,15:54,Cash,0,4
Female,Member,Beverages,8700,6,52200,5/22/2024,16:30,Cash,10,6
Female,Regular,Vegetables,30700,13,399100,5/22/2024,16:36,Transfer,5,5
Female,Member,Dairy Product,21200,9,190800,5/22/2024,16:54,Qris,10,6
Male,Regular,Fruits,9500,1,9500,5/22/2024,16:55,Transfer,5,3
Female,Member,Snack,23000,11,253000,5/22/2024,16:58,Transfer,10,6
Female,Member,Seafood,69800,1,69800,5/22/2024,17:17,Card,5,5
Male,Regular,Beverages,8300,14,116200,5/22/2024,17:18,Qris,10,6
Male,Member,Dessert,17000,14,238000,5/22/2024,17:56,Card,15,5
Female,Regular,Seafood,67800,6,406800,5/22/2024,17:59,Cash,10,5
Female,Regular,Instant Food,6500,12,78000,5/22/2024,18:22,Cash,15,6
Female,Member,Fruits,12300,10,123000,5/22/2024,18:23,Cash,10,5
Male,Member,Vegetables,9200,7,64400,5/22/2024,18:30,Qris,5,4
Female,Regular,Instant Food,15800,10,158000,5/22/2024,18:40,Qris,10,5
Female,Member,Beverages,12000,13,156000,5/22/2024,18:45,Cash,15,6
Male,Regular,Seafood,129300,10,1293000,5/22/2024,18:55,Cash,20,7
Female,Regular,Instant Food,7350,10,73500,5/22/2024,19:19,Transfer,15,6
Female,Member,Instant Food,10200,1,10200,5/22/2024,19:27,Cash,0,4
Female,Regular,Dessert,11000,14,154000,5/22/2024,19:46,Cash,15,5
Male,Regular,Bakery,13200,12,158400,5/22/2024,19:54,Cash,10,5
Male,Member,Vegetables,16900,12,202800,5/22/2024,19:59,Card,5,5
Female,Member,Bakery,43000,5,215000,5/22/2024,20:20,Card,0,5
Male,Regular,Dairy Product,42000,6,252000,5/22/2024,20:26,Transfer,0,5
Male,Regular,Dairy Product,22300,14,312200,5/22/2024,20:32,Qris,15,5
Female,Regular,Beverages,8700,12,104400,5/22/2024,20:34,Qris,15,6
Male,Regular,Snack,9000,7,63000,5/22/2024,20:42,Qris,30,9
Female,Regular,Beverages,14500,1,14500,5/22/2024,20:44,Qris,0,5
Female,Member,Instant Food,7350,11,80850,5/22/2024,20:47,Cash,20,8
Male,Member,Kitchen Consumption,6500,12,78000,5/22/2024,20:49,Cash,30,9
Female,Member,Snack,7900,4,31600,5/22/2024,21:06,Card,0,3
Male,Member,Beverages,12100,9,108900,5/22/2024,21:17,Transfer,15,5
Female,Member,Dairy Product,43700,10,437000,5/22/2024,8:02,Transfer,10,6
Female,Member,Dairy Product,31300,13,406900,5/23/2024,8:07,Transfer,15,6
Male,Regular,Snack,12000,6,72000,5/23/2024,8:08,Qris,0,4
Male,Member,Dairy Product,22300,10,223000,5/23/2024,8:26,Card,10,6
Male,Member,Instant Food,3400,11,37400,5/23/2024,8:29,Card,5,5
Female,Member,Dairy Product,23300,3,69900,5/23/2024,8:52,Card,5,5
Male,Regular,Vegetables,29700,11,326700,5/23/2024,8:57,Qris,20,8
Male,Regular,Bakery,7900,1,7900,5/23/2024,9:10,Card,5,4
Female,Regular,Snack,12000,12,144000,5/23/2024,9:15,Cash,15,6
Male,Regular,Beverages,14500,11,159500,5/23/2024,9:22,Qris,20,8
Female,Member,Beverages,12100,10,121000,5/23/2024,9:29,Cash,10,6
Female,Member,Bakery,8000,11,88000,5/23/2024,9:40,Transfer,15,6
Male,Member,Vegetables,15200,7,106400,5/23/2024,9:45,Card,5,5
Female,Member,Snack,28000,1,28000,5/23/2024,10:01,Card,15,6
Male,Regular,Dairy Product,24300,13,315900,5/23/2024,10:10,Cash,15,6
Male,Regular,Snack,12000,9,108000,5/23/2024,10:14,Card,15,6
Female,Regular,Kitchen Consumption,2200,11,24200,5/23/2024,10:33,Qris,10,6
Female,Member,Dairy Product,31300,10,313000,5/23/2024,10:36,Qris,10,5
Female,Member,Bakery,12100,10,121000,5/23/2024,11:11,Cash,30,9
Male,Regular,Beverages,14500,8,116000,5/23/2024,11:20,Card,30,9
Female,Regular,Beverages,8700,11,95700,5/23/2024,11:21,Cash,20,7
Female,Regular,Seafood,69800,8,558400,5/23/2024,11:24,Transfer,15,5
Male,Member,Bakery,9800,5,49000,5/23/2024,11:35,Card,10,6
Female,Regular,Instant Food,3400,9,30600,5/23/2024,11:46,Qris,10,5
Female,Regular,Dairy Product,43700,13,568100,5/23/2024,12:24,Card,15,6
Female,Regular,Kitchen Consumption,10200,13,132600,5/23/2024,12:30,Qris,30,9
Male,Regular,Beverages,14500,14,203000,5/23/2024,12:35,Qris,15,6
Male,Regular,Seafood,67800,10,678000,5/23/2024,12:38,Transfer,10,6
Female,Regular,Meat,122400,9,1101600,5/23/2024,12:52,Transfer,10,5
Female,Regular,Instant Food,15800,12,189600,5/23/2024,13:03,Transfer,15,6
Male,Regular,Meat,78900,14,1104600,5/23/2024,13:04,Card,15,6
Male,Member,Fruits,12300,9,110700,5/23/2024,13:18,Cash,10,6
Male,Regular,Dessert,19000,2,38000,5/23/2024,13:21,Transfer,10,6
Female,Regular,Dessert,19000,12,228000,5/23/2024,13:31,Card,15,5
Female,Member,Dessert,21000,8,168000,5/23/2024,13:56,Cash,15,5
Female,Member,Bakery,7900,13,102700,5/23/2024,13:58,Transfer,15,6
Male,Regular,Dairy Product,31300,12,375600,5/23/2024,14:06,Cash,5,5
Male,Member,Seafood,49400,13,642200,5/23/2024,14:10,Cash,5,3
Female,Regular,Fruits,8900,9,80100,5/23/2024,14:11,Transfer,10,5
Female,Member,Kitchen Consumption,9800,12,117600,5/23/2024,14:13,Qris,20,7
Male,Member,Kitchen Consumption,24000,10,240000,5/23/2024,14:20,Cash,10,5
Male,Member,Vegetables,29700,9,267300,5/23/2024,14:21,Card,15,6
Female,Member,Fruits,13100,11,144100,5/23/2024,15:58,Card,20,7
Male,Member,Kitchen Consumption,24000,13,312000,5/23/2024,15:59,Transfer,15,6
Female,Member,Snack,12000,14,168000,5/23/2024,16:02,Card,5,5
Male,Member,Beverages,12100,14,169400,5/23/2024,16:07,Card,15,5
Female,Regular,Kitchen Consumption,2200,6,13200,5/23/2024,16:12,Card,0,4
Male,Member,Snack,23000,3,69000,5/23/2024,16:28,Card,5,5
Male,Regular,Instant Food,10300,8,82400,5/23/2024,16:40,Transfer,10,5
Female,Regular,Instant Food,37900,4,151600,5/23/2024,16:43,Qris,0,5
Female,Regular,Dairy Product,43700,5,218500,5/23/2024,16:46,Qris,10,6
Female,Member,Dairy Product,31300,8,250400,5/23/2024,16:51,Transfer,10,5
Male,Regular,Meat,40200,14,562800,5/23/2024,17:00,Qris,15,6
Male,Member,Vegetables,16900,13,219700,5/23/2024,17:06,Transfer,15,5
Female,Member,Instant Food,37900,12,454800,5/23/2024,17:14,Qris,20,8
Male,Member,Bakery,12000,9,108000,5/23/2024,17:15,Qris,10,5
Male,Regular,Instant Food,7350,4,29400,5/23/2024,17:30,Transfer,10,6
Male,Regular,Beverages,7800,8,62400,5/23/2024,17:34,Cash,10,6
Male,Member,Dairy Product,21200,12,254400,5/23/2024,17:47,Transfer,15,6
Male,Regular,Instant Food,7100,12,85200,5/23/2024,17:57,Qris,10,6
Male,Member,Seafood,129300,9,1163700,5/23/2024,18:02,Transfer,10,6
Female,Member,Dessert,19000,8,152000,5/23/2024,18:34,Transfer,30,9
Female,Regular,Beverages,14500,14,203000,5/23/2024,18:35,Card,20,8
Female,Member,Fruits,10000,6,60000,5/23/2024,18:52,Cash,0,5
Female,Member,Vegetables,11200,8,89600,5/23/2024,18:57,Qris,30,10
Female,Regular,Meat,89600,2,179200,5/23/2024,18:59,Card,10,6
Female,Regular,Snack,23000,10,230000,5/23/2024,19:09,Qris,10,6
Male,Regular,Seafood,90900,11,999900,5/23/2024,19:18,Transfer,15,6
Female,Regular,Meat,66300,9,596700,5/23/2024,19:29,Qris,15,6
Male,Member,Beverages,12000,8,96000,5/23/2024,19:30,Transfer,15,5
Male,Regular,Seafood,69800,11,767800,5/23/2024,19:32,Cash,20,7
Female,Member,Vegetables,16900,7,118300,5/23/2024,20:02,Transfer,0,4
Female,Regular,Kitchen Consumption,24000,10,240000,5/23/2024,20:07,Qris,10,6
Male,Member,Seafood,49400,1,49400,5/23/2024,20:47,Qris,0,3
Male,Member,Instant Food,37900,11,416900,5/23/2024,21:12,Card,30,10
Male,Member,Kitchen Consumption,9300,1,9300,5/23/2024,21:14,Card,0,4
Female,Member,Dessert,8600,14,120400,5/23/2024,21:39,Card,15,6
Male,Member,Bakery,7900,10,79000,5/23/2024,21:43,Cash,10,6
Female,Regular,Bakery,13200,7,92400,5/23/2024,21:52,Qris,0,5
Male,Member,Seafood,41200,1,41200,5/23/2024,22:00,Cash,20,7
Male,Member,Beverages,6800,9,61200,5/24/2024,8:01,Transfer,15,6
Male,Regular,Instant Food,6500,6,39000,5/24/2024,8:08,Card,5,5
Female,Regular,Dessert,17000,7,119000,5/24/2024,8:10,Transfer,0,5
Female,Regular,Meat,66300,5,331500,5/24/2024,8:20,Cash,5,5
